campaign_id,plan_tier,target_industry,launch_date,emails_sent,bounces,emails_opened,emails_replied,meetings_booked,enrichment_mode,avg_ai_fit_score,knowledge_base_active,credits_spent
680,Basic,SaaS,2025-08-15,483,35,249,11,2,Deep Dive,97,False,1449
681,Startup,saas,2026-01-31,152,7,55,5,1,Deep Dive,89,False,456
682,Enterprise,Rekruttering,2025-09-04,2176,39,951,73,11,Deep Dive,92,True,6528
683,,SaaS,2025-06-23,253,3,104,5,1,Standard,47,False,253
684,Pro,Finans,2025-04-06,1473,16,630,93,13,Deep Dive,93,True,4419
685,Free,saas,2025-04-05,1222,41,635,64,17,Deep Dive,86,False,3666
686,Pro,saas,2025-06-20,505,9,290,17,N/A,Deep Dive,94,True,1515
687,Free,saas,2025-12-16,1576,29,950,66,22,Standard,57,False,1576
688,Enterprise,saas,2025-10-06,2234,86,1391,193,53,Standard,67,True,2234
689,Pro,Finans,2025-12-12,2148,64,712,41,6,Standard,65,True,2148
690,Enterprise,Finans,2025-12-10,1925,144,698,49,9,Deep Dive,76,False,5775
691,Startup,Rekruttering,2025-04-19,1663,25,787,114,26,Standard,57,True,1663
692,Basic,finans,2026-01-19,973,61,629,35,10,Standard,82,False,973
693,Free,finans,2025-12-25,1661,23,784,49,7,Deep Dive,83,True,4983
694,,Finans,2025-08-16,1477,85,929,85,27,Standard,52,True,1477
695,Startup,SaaS,2025-03-20,1794,141,639,45,10,Standard,84,True,1794
696,Basic,saas,2025-05-07,1728,94,995,82,16,Deep Dive,80,True,5184
697,Basic,finans,2025-12-21,1162,16,599,37,N/A,Standard,76,False,1162
698,Pro,SaaS,2025-07-09,908,63,344,32,10,Standard,63,True,908
699,Pro,finans,2025-04-16,728,43,276,41,5,Deep Dive,80,False,2184
700,Enterprise,saas,2025-12-06,1929,137,591,26,7,Deep Dive,95,True,5787
701,Enterprise,SaaS,2025-08-07,2328,136,777,57,9,Deep Dive,77,False,6984
702,Pro,saas,2026-01-17,151,9,83,5,1,Standard,57,False,151
703,Pro,Finans,2025-07-18,853,22,257,18,3,Standard,72,True,853
704,,finans,2025-07-21,1973,117,737,31,N/A,Deep Dive,86,True,5919
705,Basic,Finans,2025-09-10,2497,183,1295,136,21,Deep Dive,87,True,7491
706,Basic,finans,2025-10-17,149,10,90,8,2,Standard,77,True,149
707,Startup,SaaS,2025-09-13,2136,78,766,59,15,Deep Dive,81,False,6408
708,Startup,Rekruttering,2025-05-28,574,8,318,19,3,Deep Dive,93,True,1722
709,Enterprise,saas,2025-12-27,1274,32,687,97,18,Deep Dive,83,False,3822
710,Enterprise,SaaS,2025-06-26,1435,25,625,52,7,Standard,70,False,1435
711,Basic,Finans,2025-11-03,1266,51,437,18,5,Deep Dive,86,True,3798
712,Free,Rekruttering,2025-10-05,115,5,64,9,3,Deep Dive,78,False,345
713,Free,Finans,2025-04-11,949,71,538,21,3,Deep Dive,78,False,2847
714,Free,SaaS,2025-11-25,1557,116,505,75,10,Deep Dive,95,False,4671
715,Startup,SaaS,2025-11-22,941,73,575,77,17,Deep Dive,80,False,2823
716,Basic,finans,2026-01-28,10144,616,6427,826,184,Deep Dive,79,True,30432
717,,saas,2025-10-13,2048,111,1277,130,16,Deep Dive,96,False,6144
718,Startup,finans,2025-04-11,1191,30,637,31,7,Standard,72,True,1191
719,Pro,saas,2025-10-20,1996,45,1034,99,24,Deep Dive,83,False,5988
720,Pro,saas,2025-06-07,1547,26,832,84,26,Standard,40,True,1547
721,Free,Rekruttering,2025-11-02,1541,87,793,97,16,Deep Dive,89,True,4623
722,Basic,Rekruttering,2025-05-30,1430,77,645,62,8,Deep Dive,93,True,4290
723,Startup,finans,2026-02-06,1533,69,500,46,16,Deep Dive,94,False,4599
724,Enterprise,SaaS,2025-06-11,789,11,334,25,9,Deep Dive,88,False,2367
725,Basic,SaaS,2025-08-03,1948,121,853,126,16,Deep Dive,84,True,5844
726,Enterprise,Finans,2025-07-19,242,16,127,7,2,Deep Dive,98,True,726
727,Free,Rekruttering,2025-07-02,2253,26,940,104,N/A,Standard,61,True,2253
728,Pro,SaaS,2025-09-18,2055,56,685,78,25,Standard,51,False,2055
729,Startup,Finans,2025-05-05,800,26,393,23,4,Standard,42,True,800
730,Free,SaaS,2026-02-03,1814,27,1052,89,N/A,Deep Dive,83,True,5442
731,Startup,finans,2025-04-16,1549,35,738,91,27,Standard,46,False,1549
732,Basic,saas,2025-07-01,1241,62,615,91,12,Standard,41,False,1241
733,Enterprise,Rekruttering,2025-08-29,2047,132,1148,147,27,Standard,71,True,2047
734,Enterprise,Rekruttering,2026-01-05,1833,70,1118,102,16,Deep Dive,80,True,5499
735,Enterprise,finans,2025-12-29,1715,43,1020,45,N/A,Deep Dive,86,True,5145
736,Pro,SaaS,2025-08-04,839,20,368,40,12,Standard,77,True,839
737,Free,SaaS,2025-10-24,1796,118,982,123,29,Standard,48,False,1796
738,Startup,Finans,2025-08-30,1879,144,1140,101,32,Standard,62,False,1879
739,Startup,SaaS,2025-09-22,633,34,315,22,4,Standard,48,False,633
740,Startup,SaaS,2025-09-19,329,16,120,17,5,Deep Dive,77,True,987
741,Enterprise,Finans,2025-05-03,1689,101,716,73,14,Standard,54,False,1689
742,Free,SaaS,2025-08-14,1314,89,407,47,16,Deep Dive,91,False,3942
743,Pro,SaaS,2025-12-19,1903,40,1205,86,20,Standard,52,True,1903
744,Pro,Finans,2025-12-10,1225,72,695,83,23,Deep Dive,97,True,3675
745,Free,SaaS,2025-08-17,2389,147,993,100,12,Standard,40,False,2389
746,Enterprise,SaaS,2025-05-13,12195,788,7040,231,47,Deep Dive,96,False,36585
747,Startup,finans,2026-02-07,1969,143,1078,49,12,Deep Dive,94,True,5907
748,Startup,Rekruttering,2025-04-09,837,50,402,47,8,Standard,73,True,837
749,Free,Finans,2025-05-31,2298,44,1348,85,26,Standard,76,False,2298
750,Startup,SaaS,2025-06-01,411,16,240,29,9,Standard,48,False,411
751,,SaaS,2025-05-22,1851,74,1146,155,43,Standard,64,False,1851
752,Enterprise,finans,2025-08-28,1766,135,695,22,3,Standard,63,False,1766
753,Enterprise,SaaS,2025-04-16,2067,145,1210,149,15,Deep Dive,93,False,6201
754,Startup,finans,2025-11-07,307,22,106,11,1,Deep Dive,93,False,921
755,Startup,Finans,2025-10-06,1844,103,749,37,6,Standard,47,False,1844
756,Free,SaaS,2025-09-20,1155,75,552,25,8,Deep Dive,87,True,3465
757,Startup,saas,2025-05-30,1357,108,510,17,5,Standard,55,True,1357
758,,finans,2025-12-26,835,12,411,22,5,Deep Dive,82,True,2505
759,Free,saas,2025-08-25,2105,43,1319,95,12,Deep Dive,94,False,6315
760,Basic,SaaS,2025-06-08,2028,137,906,131,37,Standard,69,False,2028
761,Pro,SaaS,2025-12-12,987,60,449,23,6,Deep Dive,81,True,2961
762,Free,SaaS,2025-08-31,2137,129,848,41,9,Deep Dive,96,True,6411
763,Pro,finans,2025-11-09,563,40,241,14,4,Deep Dive,86,False,1689
764,,SaaS,2026-02-16,1334,59,853,57,11,Deep Dive,82,False,4002
765,Enterprise,finans,2025-04-05,1473,112,621,33,6,Standard,82,False,1473
766,Enterprise,Rekruttering,2025-12-09,2186,161,1085,157,22,Deep Dive,81,True,6558
767,Startup,SaaS,2026-01-25,638,36,340,40,5,Deep Dive,84,True,1914
768,Basic,Finans,2026-01-12,430,7,220,30,10,Standard,80,True,430
769,Startup,SaaS,2025-07-18,2263,31,1150,137,19,Standard,64,True,2263
770,Basic,SaaS,2025-11-20,223,12,80,11,3,Standard,75,False,223
771,,SaaS,2026-01-18,2398,49,1506,144,36,Standard,73,True,2398
772,Free,Rekruttering,2026-01-31,1042,68,594,53,14,Deep Dive,90,False,3126
773,Enterprise,saas,2025-10-11,2059,101,939,70,18,Standard,77,False,2059
774,Pro,Rekruttering,2025-07-11,2266,81,1215,152,30,Standard,53,False,2266
775,,SaaS,2026-03-02,1586,109,713,24,8,Standard,57,False,1586
776,Free,SaaS,2025-04-17,1541,96,967,143,36,Standard,54,True,1541
777,Pro,saas,2025-03-19,579,31,295,25,4,Deep Dive,86,False,1737
778,,SaaS,2025-08-13,112,5,55,4,1,Standard,63,False,112
779,Basic,finans,2025-04-13,732,12,228,26,3,Deep Dive,85,False,2196
780,Startup,SaaS,2025-06-13,1241,44,790,114,32,Deep Dive,92,False,3723
781,Enterprise,finans,2025-08-15,286,8,143,16,3,Standard,51,False,286
782,Free,saas,2025-04-19,1899,70,1009,91,30,Standard,56,False,1899
783,Basic,Finans,2025-07-24,2301,66,714,105,24,Standard,58,False,2301
784,Basic,SaaS,2025-09-22,11753,728,7102,681,198,Deep Dive,76,False,35259
785,Basic,saas,2025-07-19,2028,156,821,113,35,Deep Dive,77,True,6084
786,Startup,finans,2026-01-21,467,33,203,23,7,Standard,45,False,467
787,Startup,Rekruttering,2026-02-27,1415,29,569,43,13,Standard,56,True,1415
788,Enterprise,saas,2025-04-15,1603,108,750,61,16,Standard,79,True,1603
789,Startup,finans,2025-07-29,2019,55,1278,175,51,Deep Dive,83,False,6057
790,Free,SaaS,2025-09-30,758,29,441,26,3,Standard,78,True,758
791,Pro,Rekruttering,2026-02-24,167,5,69,8,3,Standard,48,True,167
792,Enterprise,SaaS,2025-09-29,2149,119,1154,136,37,Standard,60,False,2149
793,Startup,SaaS,2025-04-16,2070,38,727,45,9,Standard,68,True,2070
794,Startup,Finans,2025-07-14,1605,119,1010,111,31,Deep Dive,80,False,4815
795,Startup,Rekruttering,2025-10-23,1374,80,863,37,6,Deep Dive,84,False,4122
796,Basic,Finans,2025-10-10,2157,113,1395,68,22,Deep Dive,75,True,6471
797,Basic,finans,2025-04-15,1856,94,848,91,15,Standard,49,True,1856
798,Basic,Rekruttering,2025-12-14,10708,260,3777,117,36,Deep Dive,84,True,32124
799,Basic,SaaS,2026-03-14,1745,139,1084,33,7,Standard,47,False,1745
800,Startup,saas,2026-02-12,2270,92,1210,150,30,Standard,76,False,2270
801,Free,finans,2026-02-10,1443,63,891,130,24,Deep Dive,83,True,4329
802,Startup,Finans,2025-06-21,2438,52,757,65,12,Standard,43,True,2438
803,Pro,saas,2025-07-23,2169,159,1225,138,21,Standard,50,False,2169
804,Enterprise,SaaS,2025-04-09,1473,62,522,62,9,Standard,49,False,1473
805,Enterprise,SaaS,2026-01-12,353,12,181,22,N/A,Standard,69,True,353
806,Enterprise,Finans,2025-05-29,794,58,492,57,11,Deep Dive,81,False,2382
807,Pro,saas,2025-05-24,2372,147,896,133,16,Deep Dive,81,False,7116
808,Enterprise,Finans,2025-11-08,1829,135,996,113,16,Deep Dive,83,False,5487
809,Startup,SaaS,2025-04-21,1606,17,638,76,22,Deep Dive,80,False,4818
810,Free,Rekruttering,2025-07-28,1268,100,483,36,4,Deep Dive,98,False,3804
811,Pro,Finans,2025-04-13,2226,25,1015,133,41,Standard,80,True,2226
812,Enterprise,Rekruttering,2026-02-23,727,53,424,43,13,Standard,61,False,727
813,Free,Rekruttering,2025-03-26,1056,82,514,53,9,Standard,71,False,1056
814,Enterprise,Finans,2025-06-21,446,7,260,10,2,Deep Dive,96,True,1338
815,Basic,Rekruttering,2025-09-02,306,24,127,12,4,Deep Dive,75,False,918
816,Basic,Rekruttering,2025-08-02,1136,46,558,19,6,Deep Dive,77,True,3408
817,Enterprise,SaaS,2026-01-05,671,16,300,22,6,Standard,48,True,671
818,Basic,finans,2025-06-04,788,10,350,21,N/A,Deep Dive,98,True,2364
819,Basic,SaaS,2025-10-13,346,25,181,21,3,Deep Dive,96,False,1038
820,Enterprise,Rekruttering,2025-07-28,500,24,234,18,3,Deep Dive,85,True,1500
821,Basic,SaaS,2025-11-30,2402,82,1193,131,N/A,Standard,73,False,2402
822,Pro,SaaS,2025-05-06,1152,78,468,28,8,Standard,44,False,1152
823,Startup,finans,2025-09-14,1060,64,561,50,6,Deep Dive,91,True,3180
824,Startup,Rekruttering,2025-03-23,238,13,109,11,2,Deep Dive,83,False,714
825,Basic,Rekruttering,2026-03-05,485,10,260,26,3,Standard,57,False,485
826,Pro,Finans,2025-04-20,1763,48,643,78,16,Deep Dive,95,False,5289
827,Startup,Finans,2025-10-07,1295,90,515,67,11,Standard,54,True,1295
828,Basic,SaaS,2025-12-01,210,14,67,4,1,Deep Dive,80,True,630
829,,Rekruttering,2025-05-04,996,59,547,33,9,Standard,61,False,996
830,Startup,Rekruttering,2025-12-16,2172,125,902,46,6,Standard,75,False,2172
831,Enterprise,Rekruttering,2025-04-23,1080,77,432,61,20,Standard,45,True,1080
832,Enterprise,SaaS,2025-06-06,133,8,50,6,2,Standard,50,True,133
833,Free,finans,2026-02-03,2486,109,907,134,44,Deep Dive,92,False,7458
834,Enterprise,Finans,2025-07-06,1508,33,807,53,9,Standard,52,True,1508
835,Startup,SaaS,2025-11-17,2431,106,1098,151,16,Standard,65,False,2431
836,Basic,SaaS,2026-02-01,1794,77,609,88,29,Deep Dive,88,True,5382
837,Free,Rekruttering,2025-07-11,674,31,404,15,2,Deep Dive,97,False,2022
838,Enterprise,Finans,2026-01-29,1403,87,905,116,20,Deep Dive,95,True,4209
839,Startup,saas,2025-07-22,539,9,268,26,9,Deep Dive,91,True,1617
840,Enterprise,SaaS,2026-03-09,1234,86,452,46,N/A,Deep Dive,94,False,3702
841,Pro,SaaS,2025-12-09,274,13,133,5,1,Standard,46,False,274
842,Enterprise,Rekruttering,2025-06-20,1341,17,781,100,13,Deep Dive,77,True,4023
843,Basic,saas,2025-08-21,1253,78,495,52,5,Deep Dive,90,True,3759
844,Startup,Finans,2025-04-07,1398,44,654,32,10,Standard,82,True,1398
845,Free,Finans,2025-11-15,2316,101,818,36,9,Deep Dive,97,False,6948
846,Free,Rekruttering,2026-02-02,1089,38,622,70,16,Deep Dive,90,True,3267
847,Free,SaaS,2025-05-19,1385,66,884,119,42,Standard,60,False,1385
848,Enterprise,saas,2025-12-07,927,22,602,77,21,Deep Dive,81,False,2781
849,Free,saas,2025-09-15,1279,73,740,96,30,Deep Dive,84,True,3837
850,Free,SaaS,2025-07-23,505,29,323,43,15,Deep Dive,81,False,1515
851,Enterprise,Finans,2025-05-02,1464,28,844,65,15,Standard,66,False,1464
852,Startup,Rekruttering,2025-06-03,1000,37,519,52,14,Standard,65,False,1000
853,Pro,SaaS,2025-03-22,2083,46,973,65,7,Standard,52,False,2083
854,Enterprise,saas,2025-08-07,2086,155,912,100,17,Deep Dive,78,True,6258
855,Basic,Finans,2025-03-16,516,28,281,23,4,Deep Dive,95,True,1548
856,Enterprise,Finans,2025-11-03,882,67,518,40,5,Deep Dive,83,False,2646
857,Pro,SaaS,2025-05-05,1330,88,571,19,4,Deep Dive,81,True,3990
858,,Finans,2025-10-13,214,15,123,10,2,Deep Dive,96,True,642
859,Startup,finans,2025-12-25,2496,41,1279,125,42,Deep Dive,75,True,7488
860,Pro,SaaS,2026-02-18,2246,67,779,92,19,Standard,59,False,2246
861,Basic,saas,2025-11-08,347,14,155,18,2,Deep Dive,98,False,1041
862,Pro,SaaS,2025-11-23,1217,16,654,21,6,Deep Dive,76,False,3651
863,Free,Finans,2025-10-17,722,56,415,17,3,Deep Dive,88,True,2166
864,Startup,Finans,2026-02-14,536,17,210,8,2,Standard,71,False,536
865,Free,saas,2025-05-08,2013,149,1154,155,26,Standard,82,True,2013
866,Free,Rekruttering,2025-04-14,804,24,262,16,5,Standard,81,True,804
867,,Finans,2026-01-25,13536,387,5911,299,88,Standard,46,True,13536
868,Pro,SaaS,2025-09-02,1005,13,550,71,16,Deep Dive,94,False,3015
869,Pro,saas,2025-08-14,818,33,473,60,15,Deep Dive,78,False,2454
870,Pro,Rekruttering,2026-03-08,1845,42,1136,155,40,Deep Dive,78,True,5535
871,Startup,Finans,2025-09-01,2101,75,1217,138,20,Deep Dive,75,False,6303
872,Startup,saas,2025-06-14,840,54,466,34,9,Deep Dive,93,False,2520
873,Pro,SaaS,2025-09-07,179,10,58,5,1,Standard,78,True,179
874,Pro,saas,2025-10-18,158,5,90,3,1,Deep Dive,77,True,474
875,,saas,2025-06-25,1955,109,924,39,11,Standard,58,False,1955
876,Basic,Finans,2025-12-21,2116,91,1066,34,11,Standard,85,False,2116
877,Startup,Rekruttering,2025-07-06,1405,73,594,46,15,Deep Dive,92,True,4215
878,Pro,Rekruttering,2025-09-28,1145,76,455,62,9,Standard,42,False,1145
879,Free,Finans,2025-06-25,135,2,64,6,2,Standard,40,False,135
880,Pro,SaaS,2026-01-16,765,44,312,31,10,Deep Dive,98,False,2295
881,Pro,Rekruttering,2026-02-04,1384,83,524,43,12,Standard,47,False,1384
882,Enterprise,saas,2025-08-10,1361,36,741,32,N/A,Standard,53,True,1361
883,Enterprise,Rekruttering,2025-06-17,414,30,243,27,4,Deep Dive,87,False,1242
884,Startup,finans,2025-07-07,653,25,412,14,3,Deep Dive,97,True,1959
885,Basic,SaaS,2025-10-18,325,22,98,7,2,Deep Dive,80,True,975
886,Startup,SaaS,2025-04-18,2021,58,1003,147,N/A,Standard,50,True,2021
887,Enterprise,finans,2025-05-05,1528,75,714,55,8,Deep Dive,84,False,4584
888,Startup,saas,2025-07-18,1676,98,729,74,17,Deep Dive,95,False,5028
889,Enterprise,SaaS,2025-04-11,477,30,285,33,5,Standard,63,True,477
890,Startup,SaaS,2025-04-07,743,27,455,38,9,Deep Dive,90,False,2229
891,Free,finans,2025-11-10,612,35,222,21,7,Deep Dive,78,True,1836
892,Startup,Finans,2025-03-19,150,5,45,4,1,Deep Dive,98,True,450
893,Free,saas,2026-01-23,806,28,491,41,7,Standard,77,False,806
894,Basic,saas,2025-11-12,1558,36,609,26,9,Deep Dive,93,True,4674
895,,Finans,2025-04-05,1651,97,1063,33,11,Deep Dive,83,True,4953
896,Free,SaaS,2025-08-19,1048,19,318,17,4,Deep Dive,78,False,3144
897,Enterprise,Finans,2025-12-21,2464,176,872,50,7,Standard,54,False,2464
898,Startup,Rekruttering,2026-02-17,1862,93,629,30,5,Deep Dive,86,False,5586
899,Enterprise,saas,2026-02-25,591,32,255,33,8,Deep Dive,79,True,1773
900,Pro,Rekruttering,2025-10-10,441,31,226,13,2,Deep Dive,98,False,1323
901,Free,Finans,2025-05-12,1340,50,864,93,31,Standard,83,True,1340
902,Startup,saas,2025-11-06,359,20,203,18,5,Deep Dive,90,False,1077
903,Enterprise,Rekruttering,2025-09-14,1921,77,883,92,12,Deep Dive,76,False,5763
904,Basic,Finans,2025-09-23,1308,15,702,54,N/A,Deep Dive,80,True,3924
905,Free,saas,2025-06-19,133,10,72,9,3,Standard,57,True,133
906,,Finans,2025-08-17,110,3,68,9,3,Deep Dive,90,True,330
907,Enterprise,SaaS,2025-06-10,2148,120,773,78,11,Deep Dive,97,False,6444
908,Basic,finans,2025-05-24,2079,151,1078,46,16,Standard,54,True,2079
909,Startup,Rekruttering,2025-08-13,1175,43,536,28,9,Deep Dive,92,False,3525
910,Enterprise,finans,2025-08-21,699,28,374,28,N/A,Deep Dive,83,False,2097
911,Startup,Rekruttering,2025-10-11,1812,57,801,120,29,Standard,53,True,1812
912,Enterprise,Rekruttering,2025-03-18,1537,61,991,31,5,Standard,75,False,1537
913,Enterprise,saas,2025-08-24,1026,66,648,43,6,Deep Dive,87,True,3078
914,Pro,SaaS,2025-04-21,1554,82,842,78,15,Standard,41,False,1554
915,Startup,Finans,2026-01-25,1178,18,754,102,34,Standard,64,False,1178
916,Enterprise,SaaS,2025-03-17,1974,56,965,124,37,Standard,80,True,1974
917,Basic,saas,2025-06-13,10753,122,5355,421,121,Standard,72,False,10753
918,Basic,SaaS,2025-10-17,1388,69,846,123,34,Standard,63,True,1388
919,Startup,finans,2025-09-05,2363,166,1036,49,7,Standard,78,True,2363
920,Enterprise,finans,2026-03-14,881,44,333,46,5,Deep Dive,98,True,2643
921,Startup,Rekruttering,2025-07-22,1674,29,1006,37,11,Deep Dive,86,True,5022
922,Pro,saas,2025-04-15,1673,113,642,29,8,Standard,46,True,1673
923,Enterprise,saas,2025-11-26,1966,86,624,93,25,Deep Dive,80,False,5898
924,Pro,SaaS,2025-10-23,1956,73,873,72,10,Deep Dive,95,True,5868
925,Enterprise,SaaS,2025-03-27,1693,71,940,127,31,Deep Dive,77,False,5079
926,Startup,SaaS,2025-10-23,989,30,386,47,10,Deep Dive,87,False,2967
927,Pro,SaaS,2026-03-13,2279,115,1056,98,24,Deep Dive,76,True,6837
928,Enterprise,saas,2025-12-30,1977,113,701,30,6,Standard,78,False,1977
929,Startup,Finans,2026-02-07,992,50,460,39,8,Deep Dive,92,True,2976
930,Pro,finans,2026-01-18,1284,31,468,23,8,Standard,60,True,1284
931,Enterprise,SaaS,2025-11-27,120,5,46,5,1,Standard,71,False,120
932,,Finans,2025-06-20,1729,89,798,58,8,Standard,61,False,1729
933,Startup,SaaS,2025-08-01,1600,125,556,81,11,Standard,64,True,1600
934,Basic,saas,2025-10-07,1136,72,346,50,6,Standard,40,False,1136
935,Free,SaaS,2025-04-21,1074,75,467,61,9,Deep Dive,76,True,3222
936,Basic,finans,2025-07-16,1584,94,622,45,5,Standard,75,True,1584
937,Startup,SaaS,2025-07-14,1745,41,641,23,6,Deep Dive,98,False,5235
938,,Finans,2026-03-04,296,13,126,5,N/A,Standard,41,True,296
939,Pro,finans,2025-11-11,222,9,131,7,2,Standard,62,True,222
940,,finans,2025-10-29,2219,85,1064,50,10,Standard,44,False,2219
941,Basic,saas,2025-12-15,2065,55,1097,41,N/A,Standard,84,False,2065
942,Enterprise,finans,2026-01-15,857,27,461,25,N/A,Standard,72,True,857
943,,saas,2026-01-16,865,47,414,61,19,Standard,41,False,865
944,Enterprise,Rekruttering,2025-10-13,1506,20,783,75,26,Standard,65,False,1506
945,Free,saas,2025-04-30,1538,52,618,28,7,Deep Dive,82,True,4614
946,Pro,SaaS,2025-08-06,549,20,236,27,5,Deep Dive,80,True,1647
947,Startup,SaaS,2026-03-11,1360,86,690,77,21,Standard,61,False,1360
948,Enterprise,SaaS,2025-07-27,1860,83,1098,139,17,Standard,45,False,1860
949,Pro,SaaS,2025-05-17,460,29,280,25,8,Standard,74,True,460
950,Basic,SaaS,2025-05-28,597,33,235,32,7,Deep Dive,89,True,1791
951,Free,Finans,2026-03-11,277,10,113,7,2,Standard,42,True,277
952,Startup,Rekruttering,2026-02-23,1921,95,1040,68,14,Standard,69,False,1921
953,Basic,SaaS,2025-12-22,1707,93,864,100,13,Deep Dive,86,False,5121
954,Basic,finans,2025-11-02,982,11,361,12,3,Standard,54,True,982
955,Free,finans,2025-09-01,1200,73,410,51,12,Deep Dive,75,False,3600
956,Enterprise,Finans,2025-08-04,919,39,392,15,3,Deep Dive,92,False,2757
957,Enterprise,SaaS,2025-05-21,1439,99,836,70,22,Deep Dive,94,False,4317
958,Free,Rekruttering,2025-04-03,2097,127,1356,151,50,Standard,77,True,2097
959,Basic,Rekruttering,2025-10-13,1749,75,985,98,22,Standard,52,True,1749
960,Basic,Rekruttering,2025-11-15,848,57,413,47,15,Standard,47,True,848
961,Free,Rekruttering,2026-02-08,2130,46,667,52,12,Deep Dive,75,True,6390
962,Enterprise,SaaS,2025-10-26,1949,59,789,108,34,Standard,51,True,1949
963,Free,Finans,2025-03-16,2404,112,1276,106,11,Deep Dive,77,False,7212
964,Pro,Finans,2025-07-19,1455,93,776,67,22,Deep Dive,78,False,4365
965,Startup,Rekruttering,2025-04-23,185,2,69,6,2,Deep Dive,84,False,555
966,Enterprise,saas,2025-07-13,111,1,71,5,1,Standard,74,True,111
967,Free,Finans,2025-03-25,1127,56,420,27,9,Standard,44,False,1127
968,,SaaS,2026-01-20,238,5,75,7,1,Deep Dive,92,False,714
969,Basic,SaaS,2026-01-22,2228,127,1048,136,15,Deep Dive,91,False,6684
970,Enterprise,Rekruttering,2025-09-22,2472,116,1484,176,22,Standard,67,False,2472
971,,SaaS,2025-08-30,11275,793,5856,815,120,Deep Dive,78,True,33825
972,Free,finans,2025-10-21,300,3,139,17,3,Standard,42,True,300
973,Startup,SaaS,2025-10-23,1886,136,815,88,17,Deep Dive,90,False,5658
974,Basic,saas,2025-08-15,1138,17,522,69,16,Deep Dive,92,False,3414
975,Basic,SaaS,2025-04-18,1014,22,482,49,17,Standard,50,False,1014
976,Basic,Rekruttering,2025-12-26,2111,131,1031,107,15,Standard,45,True,2111
977,Pro,finans,2025-09-12,819,27,514,46,14,Standard,62,True,819
978,Enterprise,Finans,2025-11-30,540,10,166,12,3,Deep Dive,80,False,1620
979,Free,Finans,2026-03-09,616,10,344,36,10,Standard,73,True,616
980,Free,SaaS,2025-07-21,1030,30,426,15,4,Standard,45,False,1030
981,Startup,SaaS,2026-03-14,141,5,51,2,0,Standard,44,False,141
982,Startup,Finans,2025-12-10,585,26,182,6,1,Deep Dive,84,False,1755
983,,Finans,2025-08-05,1969,126,652,45,9,Deep Dive,94,True,5907
984,Startup,SaaS,2026-03-07,352,27,215,11,2,Deep Dive,93,True,1056
985,,saas,2025-06-06,1524,94,980,111,38,Deep Dive,83,False,4572
986,Basic,Finans,2026-02-24,1512,70,660,77,10,Deep Dive,91,True,4536
987,Enterprise,finans,2025-12-03,1018,69,485,44,12,Standard,66,True,1018
988,Pro,Finans,2025-05-01,2008,30,935,99,18,Deep Dive,80,False,6024
989,Free,SaaS,2025-08-10,542,13,181,23,6,Deep Dive,98,False,1626
990,Free,SaaS,2025-06-27,12396,927,4210,459,53,Deep Dive,96,False,37188
991,Startup,saas,2025-04-20,1411,98,692,27,3,Deep Dive,83,True,4233
992,Startup,saas,2025-10-22,1890,70,1152,53,7,Standard,66,True,1890
993,Startup,SaaS,2025-04-29,1274,37,720,97,N/A,Standard,54,True,1274
994,,finans,2025-08-20,796,40,441,24,7,Deep Dive,84,False,2388
995,Startup,finans,2025-11-05,1282,16,823,55,7,Standard,62,False,1282
996,Pro,SaaS,2025-11-07,2080,155,755,104,18,Standard,85,False,2080
997,Enterprise,finans,2026-03-11,1794,130,545,36,6,Deep Dive,82,False,5382
998,Basic,Finans,2026-01-16,1762,68,1012,45,6,Deep Dive,90,True,5286
999,Enterprise,Finans,2026-02-13,2123,80,1015,31,9,Deep Dive,77,True,6369
1000,Startup,SaaS,2026-02-13,241,16,124,6,1,Standard,78,True,241
